topology,nodes,edges,k_avg,k_min,k_max,k_variance,d,d_norm,aspl,acc,assort,core_max,ktruss_max,peak_day,Y_peak_day,peak_cases,fraction_peak_cases,span,Y_span,time_network,time_epidemic
R,159435,478305,6,0,22,5.9967,0,0.09734082,6.653086664,0.0001,0.0004,4,3,68,0.1863,52645,0.3302,220,0.6027,4.2087,195.3091
R,159435,1514632,19,3,39,19.0638,0.0001,0.199472153,4.143087824,0.0001,-0.0004,13,3,30,0.0822,83381,0.523,171,0.4685,16.8078,335.6424
R,159435,3108982,39,14,68,39.0427,0.0002,0.263188905,3.420205674,0.0002,-0.0002,29,3,22,0.0603,87242,0.5472,160,0.4384,40.6979,532.3052
R,159435,1036327,13,1,34,13.0003,0.0001,0.165848056,4.706239142,0.0001,0.0005,9,3,37,0.1014,78744,0.4939,176,0.4822,11.6075,272.3456
R,159435,2152372,27,8,51,27.0542,0.0002,0.23060722,3.746440241,0.0002,-0.001,19,3,25,0.0685,85536,0.5365,168,0.4603,25.7956,417.2831
R,159435,1833502,23,5,47,23.0714,0.0001,0.216400308,3.915328854,0.0001,0.0003,16,3,27,0.074,84785,0.5318,173,0.474,22.1055,388.9239
R,159435,2471242,31,10,59,31.0461,0.0002,0.242847817,3.614807119,0.0002,-0.0002,22,3,24,0.0658,86480,0.5424,169,0.463,30.8922,455.0331
R,159435,876892,11,0,27,11.0673,0.0001,0.151046483,5.015508838,0.0001,0.0011,7,3,40,0.1096,76451,0.4795,179,0.4904,9.6552,263.1656
R,159435,2949547,37,12,66,36.8869,0.0002,0.258524488,3.462409941,0.0002,-0.0009,27,3,22,0.0603,87242,0.5472,166,0.4548,38.749,511.2029
R,159435,2869830,36,14,67,36.0067,0.0002,0.25609686,3.484920154,0.0002,-0.0006,26,3,22,0.0603,87144,0.5466,166,0.4548,37.8402,512.9964
R,159435,2311807,29,9,55,29.0089,0.0002,0.236938731,3.676863477,0.0002,-0.0003,21,3,24,0.0658,86236,0.5409,168,0.4603,28.9837,435.9204
R,159435,1355197,17,2,39,17.0579,0.0001,0.189617176,4.291210705,0.0001,-0.0001,12,3,32,0.0877,82459,0.5172,175,0.4795,15.1422,324.4362
R,159435,2391525,30,9,59,29.9331,0.0002,0.239942544,3.644981847,0.0002,0.0005,21,3,24,0.0658,86242,0.5409,170,0.4658,29.0838,456.4281
R,159435,2790112,35,13,65,35.2399,0.0002,0.253600808,3.508466142,0.0002,0.0003,25,3,23,0.063,86877,0.5449,167,0.4575,38.6093,500.4576
R,159435,1992937,25,7,49,24.9162,0.0002,0.223788206,3.825192439,0.0002,-0.0005,18,3,26,0.0712,85542,0.5365,166,0.4548,24.1894,406.0056
R,159435,637740,8,0,24,7.9821,0.0001,0.122830439,5.75220144,0,0.0018,5,3,51,0.1397,69622,0.4367,189,0.5178,7.628,231.7302
R,159435,956610,12,0,32,12.0274,0.0001,0.15875604,4.848868084,0.0001,0.0001,8,3,39,0.1068,77711,0.4874,181,0.4959,10.2078,278.5055
R,159435,3188700,40,15,74,39.8274,0.0003,0.265432164,3.400383852,0.0003,-0.0002,29,3,21,0.0575,87538,0.5491,162,0.4438,41.644,538.561
R,153098,459294,6,0,21,6.0153,0,0.097691884,6.638677809,0,0.0002,4,3,64,0.1753,55363,0.3616,210,0.5753,4.9644,203.8455
R,153098,1454431,19,4,39,18.971,0.0001,0.200191587,4.132750708,0.0001,0,13,3,30,0.0822,80333,0.5247,172,0.4712,17.1973,332.2121
R,153098,2985411,39,16,68,39.0562,0.0003,0.264138122,3.411781224,0.0003,0.0006,29,3,22,0.0603,83869,0.5478,171,0.4685,38.5468,509.5206
R,153098,995137,13,2,33,13.032,0.0001,0.166446237,4.69464464,0.0001,-0.0015,9,3,37,0.1014,75715,0.4946,171,0.4685,10.2765,271.141
R,153098,2066823,27,8,55,26.9654,0.0002,0.231438936,3.737111084,0.0002,-0.0002,19,3,25,0.0685,82334,0.5378,172,0.4712,25.8725,401.7085
R,153098,1760627,23,6,46,22.8945,0.0002,0.217180789,3.905558141,0.0002,-0.0018,16,3,27,0.074,81498,0.5323,165,0.4521,20.6265,367.1883
R,153098,2373019,31,10,60,31.0484,0.0002,0.243723677,3.605834817,0.0002,-0.0008,22,3,24,0.0658,83140,0.5431,166,0.4548,29.9812,442.5947
R,153098,842039,11,0,30,10.9591,0.0001,0.151591289,5.003309876,0.0001,-0.0007,7,3,41,0.1123,72986,0.4767,177,0.4849,8.9061,248.2983
R,153098,2832313,37,13,69,36.657,0.0002,0.259456884,3.453864627,0.0002,-0.0007,27,3,22,0.0603,83647,0.5464,163,0.4466,37.6682,491.6688
R,153098,2755764,36,13,66,36.1129,0.0002,0.257020485,3.476310982,0.0002,-0.0007,26,3,22,0.0603,83558,0.5458,162,0.4438,35.8657,487.6734
R,153098,2219921,29,5,53,29.0696,0.0002,0.237793281,3.667721557,0.0002,0.0006,21,3,24,0.0658,82824,0.541,168,0.4603,29.1093,420.4301
R,153098,1301333,17,2,38,16.894,0.0001,0.190301072,4.280523146,0.0001,-0.0004,12,3,31,0.0849,79083,0.5166,168,0.4603,14.0225,304.0449
R,153098,2296470,30,10,61,30.0856,0.0002,0.240807908,3.635926954,0.0002,0.0006,21,3,24,0.0658,83117,0.5429,165,0.4521,27.1327,423.2801
R,153098,2679215,35,12,64,35.2712,0.0002,0.254515447,3.499790225,0.0002,0.0003,25,3,22,0.0603,83370,0.5446,163,0.4466,33.8367,483.1746
R,153098,1913725,25,6,50,24.879,0.0002,0.224595331,3.815655104,0.0002,-0.0018,18,3,26,0.0712,82126,0.5364,170,0.4658,23.0759,387.6756
R,153098,612392,8,0,24,8.0085,0.0001,0.123273433,5.738806296,0,-0.0007,5,3,51,0.1397,66417,0.4338,189,0.5178,6.7958,224.9098
R,153098,918588,12,1,30,12.0627,0.0001,0.159328601,4.836988246,0.0001,0.0013,8,3,39,0.1068,74663,0.4877,179,0.4904,10.1073,260.3043
R,153098,3061960,40,16,74,40.2224,0.0003,0.266389457,3.39201668,0.0003,-0.0009,29,3,22,0.0603,83871,0.5478,156,0.4274,41.0648,537.5743
R,157344,472032,6,0,19,5.9551,0,0.097454816,6.648400858,0,0.0008,4,3,66,0.1808,50570,0.3214,214,0.5863,5.1571,207.9904
R,157344,1494768,19,3,41,18.9928,0.0001,0.199705783,4.139724108,0.0001,0.0001,13,3,30,0.0822,81954,0.5209,171,0.4685,18.4218,341.6994
R,157344,3068208,39,16,68,38.8286,0.0002,0.263497139,3.41746406,0.0002,-0.0001,29,3,22,0.0603,86195,0.5478,167,0.4575,40.7452,531.2286
R,157344,1022736,13,1,32,13.0286,0.0001,0.166042323,4.70246649,0.0001,-0.0008,9,3,37,0.1014,78077,0.4962,178,0.4877,11.0927,280.9842
R,157344,2124144,27,8,57,26.8887,0.0002,0.230877304,3.743404356,0.0002,-0.0003,19,3,25,0.0685,84844,0.5392,165,0.4521,25.0932,422.2644
R,157344,1809456,23,5,46,22.93,0.0001,0.216653757,3.912149354,0.0001,-0.0001,16,3,27,0.074,83998,0.5338,173,0.474,21.4015,378.8411
R,157344,2438832,31,10,58,31.1788,0.0002,0.243132234,3.611887304,0.0002,-0.0003,22,3,24,0.0658,85382,0.5426,162,0.4438,30.8404,458.6686
R,157344,865392,11,0,28,10.9927,0.0001,0.151223423,5.011539593,0.0001,0.0002,7,3,43,0.1178,74635,0.4743,181,0.4959,9.6687,256.1291
R,157344,2910864,37,13,66,36.7283,0.0002,0.258827261,3.459629012,0.0002,-0.0005,27,3,22,0.0603,85859,0.5457,165,0.4521,39.6957,517.6311
R,157344,2832192,36,13,68,36.153,0.0002,0.256396774,3.482118551,0.0002,0.0015,26,3,23,0.063,85705,0.5447,166,0.4548,38.9693,507.3011
R,157344,2281488,29,8,55,29.0316,0.0002,0.237216229,3.673888492,0.0002,0.0005,21,3,24,0.0658,85419,0.5429,166,0.4548,27.8725,431.6086
R,157344,1337424,17,3,37,17.0572,0.0001,0.189839269,4.287733015,0.0001,0.0004,12,3,32,0.0877,81174,0.5159,174,0.4767,14.8117,321.1591
R,157344,2360160,30,10,57,29.9035,0.0002,0.24022354,3.642035299,0.0002,-0.0004,21,3,24,0.0658,85158,0.5412,157,0.4301,29.1375,454.7167
R,157344,2753520,35,13,66,35.0918,0.0002,0.253897815,3.505642731,0.0002,-0.0004,25,3,23,0.063,85699,0.5447,159,0.4356,37.0013,504.7654
R,157344,1966800,25,7,50,25.0314,0.0002,0.224050306,3.822088844,0.0002,-0.0006,18,3,26,0.0712,84399,0.5364,164,0.4493,24.7015,390.8962
R,157344,629376,8,0,24,8.0357,0.0001,0.122974286,5.747844501,0,-0.0002,5,3,51,0.1397,65623,0.4171,194,0.5315,6.4342,231.7357
R,157344,944064,12,0,30,12.0589,0.0001,0.158941959,4.845003282,0.0001,0.0008,8,3,38,0.1041,76989,0.4893,179,0.4904,11.2983,273.4052
R,157344,3146880,40,15,71,39.8906,0.0003,0.26574301,3.397660951,0.0003,0.0005,29,3,22,0.0603,86127,0.5474,159,0.4356,43.0439,549.1678
R,153512,460536,6,0,20,5.9871,0,0.097668431,6.63963843,0,0.001,4,3,65,0.1781,51231,0.3337,209,0.5726,5.2029,201.725
R,153512,1458364,19,4,50,19.0267,0.0001,0.200143526,4.133439342,0.0001,-0.0004,13,3,30,0.0822,80310,0.5232,169,0.463,17.052,333.7968
R,153512,2993484,39,14,67,39.2283,0.0003,0.264074708,3.412342334,0.0003,-0.0004,29,3,22,0.0603,83992,0.5471,163,0.4466,40.2529,520.4385
R,153512,997828,13,1,31,12.9971,0.0001,0.166406277,4.695417145,0.0001,0.0007,9,3,36,0.0986,76666,0.4994,180,0.4932,10.5889,278.6486
R,153512,2072412,27,8,55,26.9664,0.0002,0.231383373,3.737732506,0.0002,0.0007,19,3,25,0.0685,82781,0.5392,161,0.4411,25.2064,417.8026
R,153512,1765388,23,6,47,23.0377,0.0001,0.217128649,3.906209004,0.0001,-0.0001,16,3,28,0.0767,79948,0.5208,168,0.4603,20.919,374.4209
R,153512,2379436,31,10,59,30.8877,0.0002,0.243665164,3.606432447,0.0002,-0.0011,22,3,23,0.063,83156,0.5417,161,0.4411,30.1423,449.01
R,153512,844316,11,1,29,11.0415,0.0001,0.151554896,5.004122712,0.0001,0.0021,7,3,41,0.1123,72386,0.4715,184,0.5041,9.0569,255.9037
R,153512,2839972,37,13,70,36.9995,0.0002,0.259394594,3.454433793,0.0002,0.0002,27,3,22,0.0603,84000,0.5472,160,0.4384,38.2057,498.1266
R,153512,2763216,36,14,65,36.0006,0.0002,0.25695878,3.476884415,0.0002,-0.0005,26,3,22,0.0603,83768,0.5457,168,0.4603,35.5118,485.0173
R,153512,2225924,29,9,54,29.1388,0.0002,0.237736192,3.668330496,0.0002,-0.0013,21,3,25,0.0685,82985,0.5406,170,0.4658,28.8099,433.9248
R,153512,1304852,17,2,40,17.0953,0.0001,0.190255385,4.281235152,0.0001,-0.0003,12,3,32,0.0877,78870,0.5138,173,0.474,14.7915,314.9338
R,153512,2302680,30,9,58,29.9311,0.0002,0.240750095,3.636530104,0.0002,0.0001,21,3,24,0.0658,83098,0.5413,169,0.463,27.7908,431.6668
R,153512,2686460,35,14,64,34.8157,0.0002,0.254454343,3.500368097,0.0002,0.0009,25,3,23,0.063,83961,0.5469,164,0.4493,33.5666,478.3471
R,153512,1918900,25,5,52,24.8442,0.0002,0.22454141,3.816290406,0.0002,-0.0002,18,3,26,0.0712,82147,0.5351,170,0.4658,22.9086,393.0364
R,153512,614048,8,0,25,8.0013,0.0001,0.123243838,5.739699109,0.0001,0.0001,5,3,50,0.137,63094,0.411,186,0.5096,6.02,217.7252
R,153512,921072,12,0,30,11.9853,0.0001,0.159290349,4.837779852,0.0001,-0.0012,8,3,39,0.1068,74043,0.4823,177,0.4849,10.6737,271.1448
R,153512,3070240,40,17,74,39.9906,0.0003,0.266325502,3.392573979,0.0003,-0.0005,29,3,22,0.0603,83693,0.5452,170,0.4658,41.0995,531.8159
R,154504,463512,6,0,19,5.9679,0,0.097612534,6.641929,0,0.0004,4,3,64,0.1753,57926,0.3749,200,0.5479,5.5551,201.992
R,154504,1467788,19,3,40,18.9545,0.0001,0.200028981,4.135081656,0.0001,0.0007,13,3,30,0.0822,80826,0.5231,170,0.4658,16.9357,334.8545
R,154504,3012828,39,16,73,38.9058,0.0003,0.263923575,3.413680586,0.0003,-0.0001,29,3,22,0.0603,84869,0.5493,160,0.4384,39.4175,523.4607
R,154504,1004276,13,1,31,13.015,0.0001,0.166311041,4.697259406,0.0001,-0.0008,9,3,36,0.0986,76804,0.4971,179,0.4904,10.6815,279.985
R,154504,2085804,27,8,52,27.0279,0.0002,0.23125095,3.739214569,0.0002,0.0011,19,3,25,0.0685,82934,0.5368,167,0.4575,25.7694,408.4885
R,154504,1776796,23,5,48,22.9406,0.0001,0.217004384,3.907761265,0.0002,0.0005,16,3,27,0.074,82087,0.5313,169,0.463,21.9418,367.5792
R,154504,2394812,31,9,59,30.8072,0.0002,0.243525712,3.607857783,0.0002,0.0001,22,3,24,0.0658,83690,0.5417,163,0.4466,30.9119,439.2562
R,154504,849772,11,0,28,11.0816,0.0001,0.151468159,5.006061109,0.0001,0.001,7,3,41,0.1123,74486,0.4821,183,0.5014,8.9788,252.2857
R,154504,2858324,37,12,67,36.9284,0.0002,0.25924614,3.455791256,0.0002,-0.0002,27,3,22,0.0603,84694,0.5482,168,0.4603,38.8954,508.7581
R,154504,2781072,36,11,63,35.8286,0.0002,0.25681172,3.478252052,0.0002,0,26,3,22,0.0603,84426,0.5464,163,0.4466,36.0729,499.1762
R,154504,2240308,29,9,57,28.9629,0.0002,0.237600133,3.669782794,0.0002,0.0003,21,3,24,0.0658,83457,0.5402,167,0.4575,27.2021,420.9131
R,154504,1313284,17,3,40,16.9794,0.0001,0.1901465,4.282933189,0.0001,-0.0012,12,3,32,0.0877,78670,0.5092,170,0.4658,15.305,314.2928
R,154504,2317560,30,10,57,30.0645,0.0002,0.240612312,3.637968599,0.0002,0.0015,21,3,24,0.0658,83826,0.5425,163,0.4466,28.7316,433.1306
R,154504,2703820,35,14,64,34.9443,0.0002,0.254308716,3.50174632,0.0002,0.0008,25,3,23,0.063,84040,0.5439,166,0.4548,36.2108,485.2335
R,154504,1931300,25,6,49,24.8427,0.0002,0.224412903,3.817805565,0.0002,0.0005,18,3,26,0.0712,83062,0.5376,167,0.4575,24.0262,389.792
R,154504,618016,8,0,22,8.026,0.0001,0.123173304,5.741828122,0.0001,0.0009,5,3,52,0.1425,66309,0.4292,189,0.5178,6.4312,226.8081
R,154504,927024,12,1,33,11.9582,0.0001,0.159199186,4.839667647,0.0001,0.0014,8,3,39,0.1068,75730,0.4901,177,0.4849,9.7151,266.5243
R,154504,3090080,40,14,72,39.8578,0.0003,0.266173082,3.393903147,0.0003,0.0012,29,3,22,0.0603,84656,0.5479,163,0.4466,40.3989,525.4781
R,157127,471381,6,0,19,6.0117,0,0.097466748,6.647910771,0.0001,0.0003,4,3,64,0.1753,58870,0.3747,205,0.5616,5.1916,208.9594
R,157127,1492706,19,4,44,19.0583,0.0001,0.199730205,4.139372868,0.0001,-0.0001,13,3,30,0.0822,82303,0.5238,175,0.4795,16.4623,342.9996
R,157127,3063976,39,16,69,39.0824,0.0002,0.263529387,3.417177561,0.0002,0.0006,29,3,22,0.0603,85989,0.5473,168,0.4603,39.0958,529.2917
R,157127,1021325,13,1,31,13.0046,0.0001,0.16606261,4.702072924,0.0001,0.0006,9,3,37,0.1014,76986,0.49,175,0.4795,10.6257,281.7539
R,157127,2121214,27,6,54,27.0923,0.0002,0.230905552,3.743087195,0.0002,-0.0006,19,3,25,0.0685,84540,0.538,161,0.4411,25.4932,414.1587
R,157127,1806960,23,5,47,23.0434,0.0001,0.21668026,3.911817252,0.0001,-0.0005,16,3,27,0.074,83746,0.533,172,0.4712,20.4973,376.3895
R,157127,2435468,31,9,57,31.145,0.0002,0.243161984,3.611582231,0.0002,0.0007,22,3,24,0.0658,85210,0.5423,166,0.4548,29.7465,449.7836
R,157127,864198,11,0,29,10.988,0.0001,0.151241888,5.011125794,0.0001,0.0007,7,3,41,0.1123,75004,0.4773,182,0.4986,8.8007,256.3104
R,157127,2906849,37,12,65,37.0745,0.0002,0.258858936,3.459338414,0.0002,-0.0008,27,3,22,0.0603,86042,0.5476,162,0.4438,37.6636,507.0618
R,157127,2828286,36,13,63,36.0777,0.0002,0.256428167,3.481825636,0.0002,0.0003,26,3,23,0.063,85739,0.5457,161,0.4411,36.0822,497.5243
R,157127,2278341,29,7,57,29.0245,0.0002,0.237245254,3.673577672,0.0002,-0.0002,21,3,25,0.0685,84913,0.5404,171,0.4685,27.7592,436.2616
R,157127,1335579,17,2,39,16.9408,0.0001,0.189862479,4.287369953,0.0001,-0.0004,12,3,32,0.0877,80945,0.5152,168,0.4603,13.6854,315.7705
R,157127,2356905,30,6,58,29.9311,0.0002,0.240252953,3.641727225,0.0002,-0.0013,21,3,24,0.0658,85242,0.5425,170,0.4658,29.5271,440.1055
R,157127,2749722,35,9,66,35.0209,0.0002,0.253928886,3.505347704,0.0002,-0.0006,25,3,22,0.0603,85548,0.5445,160,0.4384,35.4963,490.0376
R,157127,1964087,25,6,51,24.9425,0.0002,0.224077716,3.821764637,0.0002,-0.0007,18,3,26,0.0712,83835,0.5335,166,0.4548,23.4766,385.2772
R,157127,628508,8,0,23,7.9658,0.0001,0.122989343,5.747388854,0.0001,-0.0002,5,3,52,0.1425,66553,0.4236,184,0.5041,6.2162,227.6711
R,157127,942762,12,0,29,11.9932,0.0001,0.158961419,4.844599143,0.0001,0.0005,8,3,38,0.1041,75824,0.4826,176,0.4822,11.3324,271.5246
R,157127,3142540,40,15,69,39.9649,0.0003,0.265775548,3.397376268,0.0003,-0.0007,29,3,21,0.0575,85946,0.547,167,0.4575,42.2156,528.9723
R,157025,471075,6,0,21,5.9743,0,0.097472364,6.647680157,0,-0.0006,4,3,63,0.1726,59176,0.3769,201,0.5507,4.7591,210.5218
R,157025,1491737,19,3,42,18.9827,0.0001,0.199741712,4.139207396,0.0001,0.0005,13,3,29,0.0795,82029,0.5224,167,0.4575,16.8967,332.453
R,157025,3061987,39,16,71,39.0585,0.0002,0.263544569,3.417042694,0.0002,-0.0004,29,3,22,0.0603,85858,0.5468,162,0.4438,40.4855,522.5408
R,157025,1020662,13,1,32,12.9949,0.0001,0.166072177,4.701887338,0.0001,0.0006,9,3,37,0.1014,77246,0.4919,176,0.4822,10.7804,275.6183
R,157025,2119837,27,6,55,26.8439,0.0002,0.230918855,3.74293785,0.0002,0.0006,19,3,25,0.0685,84544,0.5384,169,0.463,25.2217,409.5242
R,157025,1805787,23,4,45,22.9922,0.0001,0.216692744,3.911660841,0.0001,-0.0011,16,3,27,0.074,83433,0.5313,174,0.4767,22.4612,372.5684
R,157025,2433887,31,10,58,30.8942,0.0002,0.243175994,3.611438596,0.0002,0,22,3,24,0.0658,85206,0.5426,171,0.4685,30.1357,449.2315
R,157025,863637,11,0,30,11.0231,0.0001,0.151250601,5.010930543,0.0001,-0.0015,7,3,41,0.1123,74851,0.4767,175,0.4795,9.9174,259.6822
R,157025,2904962,37,13,69,37.1892,0.0002,0.25887385,3.459201612,0.0002,-0.0008,27,3,22,0.0603,85848,0.5467,165,0.4521,39.1599,507.7395
R,157025,2826450,36,13,64,36.186,0.0002,0.256442941,3.48168781,0.0002,0,26,3,22,0.0603,85775,0.5463,159,0.4356,36.5341,502.9418
R,157025,2276862,29,9,56,28.9271,0.0002,0.237258922,3.673431323,0.0002,0.0004,21,3,24,0.0658,84837,0.5403,160,0.4384,29.2909,425.7927
R,157025,1334712,17,1,40,17.044,0.0001,0.189873418,4.287198874,0.0001,0.0003,12,3,31,0.0849,81071,0.5163,174,0.4767,14.5534,320.9183
R,157025,2355375,30,10,58,29.8966,0.0002,0.240266795,3.641582265,0.0002,0.0008,21,3,24,0.0658,84919,0.5408,164,0.4493,30.2109,439.5277
R,157025,2747937,35,13,65,35.0999,0.0002,0.253943516,3.505208813,0.0002,0.0002,25,3,22,0.0603,85692,0.5457,165,0.4521,36.714,484.1712
R,157025,1962812,25,5,48,24.8647,0.0002,0.224090626,3.821611961,0.0002,0.0005,18,3,26,0.0712,84293,0.5368,168,0.4603,24.2175,393.3258
R,157025,628100,8,0,23,8.0201,0.0001,0.122996429,5.74717445,0,0.0005,5,3,51,0.1397,68970,0.4392,199,0.5452,6.7015,226.719
R,157025,942150,12,0,31,12.0074,0.0001,0.158970578,4.844408979,0.0001,0.0009,8,3,39,0.1068,76262,0.4857,180,0.4932,10.2357,261.7396
R,157025,3140500,40,16,70,39.8108,0.0003,0.26579086,3.397242315,0.0003,0.0002,29,3,22,0.0603,86171,0.5488,164,0.4493,39.9382,522.3226
R,157522,472566,6,0,20,6.0142,0,0.097445042,6.648802327,0,-0.0008,4,3,66,0.1808,57042,0.3621,206,0.5644,5.9749,204.3032
R,157522,1496459,19,4,42,19.025,0.0001,0.199685755,4.140012201,0.0001,-0.0006,13,3,30,0.0822,82374,0.5229,166,0.4548,15.9324,331.1339
R,157522,3071679,39,14,71,39.2851,0.0002,0.263470714,3.417698873,0.0002,-0.0009,29,3,22,0.0603,86421,0.5486,166,0.4548,40.0362,527.3468
R,157522,1023893,13,1,33,12.8943,0.0001,0.166025671,4.702789594,0.0001,0.0005,9,3,37,0.1014,77041,0.4891,179,0.4904,10.4326,273.5495
R,157522,2126547,27,6,52,26.9989,0.0002,0.230854151,3.743664373,0.0002,0.0008,19,3,25,0.0685,84665,0.5375,167,0.4575,26.1801,412.1319
R,157522,1811503,23,5,46,22.8616,0.0001,0.21663203,3.912421671,0.0001,0.0004,16,3,27,0.074,83819,0.5321,165,0.4521,21.5926,367.298
R,157522,2441591,31,10,61,30.9574,0.0002,0.243107851,3.61213738,0.0002,-0.0002,22,3,24,0.0658,85362,0.5419,165,0.4521,29.3855,455.4434
R,157522,866371,11,1,27,10.9787,0.0001,0.151208258,5.011879521,0.0001,-0.0017,7,3,42,0.1151,75300,0.478,181,0.4959,9.9202,261.698
R,157522,2914157,37,10,66,37.1123,0.0002,0.258801304,3.459867193,0.0002,0.0008,27,3,22,0.0603,86046,0.5462,163,0.4466,36.7184,512.2023
R,157522,2835396,36,13,68,36.0478,0.0002,0.256371061,3.482358515,0.0002,0.0005,26,3,22,0.0603,86236,0.5475,164,0.4493,35.3767,502.9018
R,157522,2284069,29,8,56,29.0563,0.0002,0.237192439,3.674143293,0.0002,0.0003,21,3,24,0.0658,85174,0.5407,164,0.4493,27.7868,438.2255
R,157522,1338937,17,1,36,17.0159,0.0001,0.189820231,4.288030867,0.0001,-0.0001,12,3,32,0.0877,81461,0.5171,174,0.4767,15.4091,311.8978
R,157522,2362830,30,8,57,30.1182,0.0002,0.240199449,3.642287682,0.0002,0.0008,21,3,24,0.0658,85323,0.5417,163,0.4466,29.5175,433.9275
R,157522,2756635,35,11,64,34.9227,0.0002,0.253872353,3.505884551,0.0002,0.0006,25,3,23,0.063,85915,0.5454,162,0.4438,36.6005,493.3284
R,157522,1969025,25,6,49,25.1552,0.0002,0.224027837,3.82235466,0.0002,-0.0008,18,3,26,0.0712,84395,0.5358,170,0.4658,23.438,396.5167
R,157522,630088,8,0,22,8.0051,0.0001,0.122961953,5.748217763,0.0001,0.001,5,3,50,0.137,68742,0.4364,196,0.537,6.4844,227.0105
R,157522,945132,12,1,29,11.9779,0.0001,0.158926019,4.845334355,0.0001,0.0004,8,3,38,0.1041,77352,0.4911,184,0.5041,9.1832,264.5565
R,157522,3150440,40,15,72,39.8802,0.0003,0.26571636,3.397894173,0.0003,0.0003,29,3,21,0.0575,86289,0.5478,165,0.4521,42.3211,534.5733
R,158805,476415,6,0,18,6.0042,0,0.09737498,6.651681811,0,0,4,3,65,0.1781,59554,0.375,204,0.5589,4.9887,211.3447
R,158805,1508647,19,4,41,18.9774,0.0001,0.199542153,4.142079296,0.0001,-0.0005,13,3,30,0.0822,83094,0.5232,168,0.4603,19.1849,338.0684
R,158805,3096697,39,15,73,38.9806,0.0002,0.263281265,3.419383559,0.0002,0.0007,29,3,22,0.0603,86947,0.5475,161,0.4411,41.5491,531.3618
R,158805,1032232,13,0,31,13.0441,0.0001,0.165906257,4.70510816,0.0001,0.0009,9,3,37,0.1014,78596,0.4949,176,0.4822,11.9269,280.2837
R,158805,2143867,27,8,52,27.106,0.0002,0.230688147,3.745529933,0.0002,0.0006,19,3,25,0.0685,85526,0.5386,164,0.4493,25.5613,422.9513
R,158805,1826257,23,5,52,23.0436,0.0001,0.216476249,3.914375514,0.0001,0.0013,16,3,28,0.0767,84396,0.5314,173,0.474,23.0196,369.7174
R,158805,2461477,31,8,62,31.0089,0.0002,0.24293304,3.613931595,0.0002,0.0004,22,3,24,0.0658,86101,0.5422,174,0.4767,30.1296,454.6289
R,158805,873427,11,0,29,10.925,0.0001,0.151099489,5.014319026,0.0001,0.0011,7,3,41,0.1123,76377,0.4809,172,0.4712,9.2677,265.0414
R,158805,2937892,37,13,68,36.9453,0.0002,0.258615212,3.461576042,0.0002,-0.0007,27,3,22,0.0603,86825,0.5467,166,0.4548,37.9692,512.3629
R,158805,2858490,36,14,65,35.8196,0.0002,0.256186732,3.484080015,0.0002,-0.0007,26,3,22,0.0603,86931,0.5474,164,0.4493,36.4789,499.4989
R,158805,2302672,29,8,54,28.9937,0.0002,0.23702188,3.675971419,0.0002,-0.0001,21,3,24,0.0658,85916,0.541,165,0.4521,28.5235,435.9861
R,158805,1349842,17,1,37,17.0531,0.0001,0.189683718,4.290168039,0.0001,-0.0007,12,3,32,0.0877,81479,0.5131,171,0.4685,14.7732,318.3287
R,158805,2382075,30,9,59,30.147,0.0002,0.240026747,3.644098253,0.0002,0.0013,21,3,24,0.0658,86070,0.542,171,0.4685,30.3449,439.718
R,158805,2779087,35,11,63,34.9728,0.0002,0.253689804,3.50761951,0.0002,-0.0004,25,3,23,0.063,86816,0.5467,165,0.4521,36.3172,493.7276
R,158805,1985062,25,6,55,24.7853,0.0002,0.22386674,3.824261842,0.0002,0.0003,18,3,26,0.0712,85118,0.536,167,0.4575,23.1548,394.5611
R,158805,635220,8,0,23,8.0328,0.0001,0.122873544,5.750895104,0.0001,0.0003,5,3,53,0.1452,56549,0.3561,201,0.5507,6.3487,230.3732
R,158805,952830,12,1,31,12.01,0.0001,0.158811752,4.84770923,0.0001,-0.0027,8,3,39,0.1068,77550,0.4883,180,0.4932,10.0984,268.4581
R,158805,3176100,40,16,73,39.8764,0.0003,0.265525311,3.399567309,0.0003,-0.0005,29,3,22,0.0603,87044,0.5481,163,0.4466,40.4635,538.0099
R,155718,467154,6,0,19,6.0148,0,0.097544701,6.644710906,0,0.0004,4,3,67,0.1836,53006,0.3404,208,0.5699,5.2571,199.8511
R,155718,1479321,19,3,42,19.0316,0.0001,0.199889976,4.1370768,0.0001,0.0008,13,3,30,0.0822,81630,0.5242,176,0.4822,17.2151,336.1228
R,155718,3036501,39,15,71,39.0231,0.0003,0.263740168,3.415306478,0.0002,0,29,3,22,0.0603,85247,0.5474,160,0.4384,39.964,516.9052
R,155718,1012167,13,1,32,13.0449,0.0001,0.166195468,4.69949731,0.0001,-0.0003,9,3,37,0.1014,76766,0.493,174,0.4767,10.562,271.1136
R,155718,2102193,27,6,52,26.9012,0.0002,0.231090248,3.741015116,0.0002,-0.0009,19,3,25,0.0685,83913,0.5389,167,0.4575,24.4727,402.9078
R,155718,1790757,23,6,51,22.866,0.0001,0.216853582,3.909647058,0.0001,0,16,3,28,0.0767,82793,0.5317,167,0.4575,20.9282,367.3966
R,155718,2413629,31,9,64,30.9243,0.0002,0.24335648,3.609589437,0.0002,-0.0001,22,3,24,0.0658,84550,0.543,162,0.4438,30.6629,442.4459
