topology,nodes,edges,k_avg,k_min,k_max,k_variance,d,d_norm,aspl,acc,assort,core_max,ktruss_max,peak_day,Y_peak_day,peak_cases,fraction_peak_cases,span,Y_span,time_network,time_epidemic
SBM,176400,1938217,21.9752,6,46,21.9919,0.0001,0.210476277,4.439340551,0.0005,-0.0006,15,3,29,0.0795,92405,0.5238,175,0.4795,16.3874,280.4925
SBM,176400,1937123,21.9628,5,46,21.9938,0.0001,0.210426696,4.440034897,0.0009,-0.0012,15,3,30,0.0822,92006,0.5216,167,0.4575,16.1071,278.4378
SBM,176400,1941686,22.0146,6,46,22.0671,0.0001,0.21063331,4.43714309,0.0019,-0.0001,15,4,30,0.0822,91835,0.5206,179,0.4904,16.4184,276.3966
SBM,176400,1145923,12.9923,1,32,12.9591,0.0001,0.16432353,5.216503929,0.0003,0.0007,9,3,39,0.1068,85735,0.486,182,0.4986,8.5079,213.1809
SBM,176400,1148031,13.0162,1,32,13.0487,0.0001,0.164484926,5.213244824,0.0006,-0.0005,9,3,39,0.1068,85142,0.4827,183,0.5014,8.3809,213.2235
SBM,176400,1148259,13.0188,1,32,12.953,0.0001,0.164502365,5.21289295,0.0011,0.0002,9,3,40,0.1096,85824,0.4865,184,0.5041,8.3064,211.952
SBM,176400,3439421,38.9957,15,70,39.0442,0.0002,0.26084217,3.845681284,0.0008,0.0005,29,3,23,0.063,95646,0.5422,162,0.4438,32.9126,403.0455
SBM,176400,3441007,39.0137,13,68,38.9273,0.0002,0.260882655,3.845280314,0.0016,0.0009,29,4,23,0.063,95473,0.5412,166,0.4548,32.5822,393.6944
SBM,176400,3438085,38.9806,11,70,39.0749,0.0002,0.260808052,3.846019273,0.0032,0,29,4,24,0.0658,95669,0.5423,169,0.463,32.5845,390.8409
SBM,176400,2912456,33.021,11,62,33.2899,0.0002,0.246237696,3.997418067,0.0007,-0.0002,24,3,24,0.0658,94528,0.5359,165,0.4521,26.6141,359.7767
SBM,176400,2912181,33.0179,12,62,32.9056,0.0002,0.246229404,3.997508425,0.0014,-0.0008,24,3,25,0.0685,94504,0.5357,169,0.463,26.632,357.7973
SBM,176400,2910383,32.9975,12,63,32.9175,0.0002,0.246175169,3.998099533,0.0027,-0.0008,24,4,25,0.0685,94689,0.5368,172,0.4712,26.6927,350.4933
SBM,176400,3262488,36.9897,14,68,36.8113,0.0002,0.256204305,3.892312865,0.0008,-0.0006,27,3,24,0.0658,95006,0.5386,167,0.4575,30.7561,384.9986
SBM,176400,3262841,36.9937,14,66,37.1516,0.0002,0.256213806,3.892215901,0.0015,0.0001,27,3,24,0.0658,95355,0.5406,170,0.4658,30.5844,382.9837
SBM,176400,3265363,37.0223,14,68,36.7884,0.0002,0.256281658,3.891523622,0.0031,-0.0001,27,4,24,0.0658,95090,0.5391,169,0.463,30.5092,374.1072
SBM,176400,881005,9.9887,0,28,9.9603,0.0001,0.141236322,5.733806164,0.0002,-0.0016,7,3,45,0.1233,80823,0.4582,189,0.5178,6.4,191.2925
SBM,176400,882460,10.0052,0,26,9.9879,0.0001,0.141381233,5.730210924,0.0004,-0.0008,7,3,46,0.126,79722,0.4519,191,0.5233,6.3639,188.8957
SBM,176400,883267,10.0144,0,28,10.072,0.0001,0.141461504,5.7282215,0.0008,-0.0009,7,3,47,0.1288,78550,0.4453,186,0.5096,6.1756,189.4743
SBM,179900,1980372,22.0164,3,46,21.862,0.0001,0.210277628,4.442124034,0.0005,0.0002,15,3,29,0.0795,93518,0.5198,171,0.4685,17.0175,286.8774
SBM,179900,1977352,21.9828,5,48,21.9596,0.0001,0.210143839,4.444000991,0.0009,-0.0012,15,3,31,0.0849,91762,0.5101,178,0.4877,16.6651,283.4358
SBM,179900,1979902,22.0111,3,46,22.0866,0.0001,0.21025682,4.442415833,0.0018,0.0004,15,4,30,0.0822,93963,0.5223,174,0.4767,16.3777,280.1645
SBM,179900,1168273,12.988,1,31,12.9536,0.0001,0.164011503,5.22281755,0.0003,0.0003,9,3,38,0.1041,86683,0.4818,177,0.4849,8.7474,216.2793
SBM,179900,1169896,13.0061,1,32,13.026,0.0001,0.164133206,5.220352981,0.0006,-0.0003,9,3,40,0.1096,85520,0.4754,180,0.4932,8.6075,217.6348
SBM,179900,1168767,12.9935,1,31,13.009,0.0001,0.164048564,5.222066763,0.001,0.0008,9,3,41,0.1123,86060,0.4784,177,0.4849,8.4441,214.5873
SBM,179900,3511182,39.0348,15,71,39.1476,0.0002,0.260480798,3.849264972,0.0008,-0.0001,29,3,23,0.063,97464,0.5418,163,0.4466,33.8755,407.9742
SBM,179900,3507424,38.993,14,69,39.0226,0.0002,0.26038692,3.85019731,0.0016,0,29,4,23,0.063,97577,0.5424,163,0.4466,32.9528,404.8726
SBM,179900,3507278,38.9914,14,70,38.8633,0.0002,0.260383271,3.850233563,0.0032,-0.0004,29,4,24,0.0658,97372,0.5413,166,0.4548,33.1197,397.5666
SBM,179900,2970664,33.0257,11,60,32.9424,0.0002,0.245826016,4.001910054,0.0007,0.0002,24,3,25,0.0685,96359,0.5356,165,0.4521,27.3336,366.7063
SBM,179900,2968777,33.0047,11,59,33.1288,0.0002,0.245770312,4.002518804,0.0014,0.0002,24,3,25,0.0685,96519,0.5365,171,0.4685,27.0104,362.5135
SBM,179900,2965235,32.9654,9,60,32.9078,0.0002,0.245665658,4.003663118,0.0027,0.0004,24,4,25,0.0685,96379,0.5357,170,0.4658,32.7554,358.7711
SBM,179900,3326970,36.9869,13,66,37.0173,0.0002,0.255756444,3.896890274,0.0008,0.0011,27,3,23,0.063,97292,0.5408,175,0.4795,31.6127,398.2856
SBM,179900,3329771,37.018,13,69,36.9633,0.0002,0.255830219,3.896135334,0.0015,-0.0009,27,3,24,0.0658,97064,0.5395,164,0.4493,31.682,386.3374
SBM,179900,3327774,36.9958,13,67,36.9562,0.0002,0.255777627,3.896673473,0.003,-0.0003,27,4,24,0.0658,97291,0.5408,176,0.4822,31.3829,385.7607
SBM,179900,899395,9.9988,0,26,10.0342,0.0001,0.141081781,5.737645649,0.0002,0.0018,7,3,44,0.1205,82429,0.4582,182,0.4986,6.4589,195.2822
SBM,179900,898665,9.9907,0,29,9.9432,0.0001,0.141010597,5.739416007,0.0004,-0.0008,7,3,46,0.126,80896,0.4497,189,0.5178,6.4421,194.3171
SBM,179900,899636,10.0015,0,27,9.9822,0.0001,0.141105268,5.737061761,0.0008,0.0007,7,3,48,0.1315,80529,0.4476,190,0.5205,6.376,194.4416
SBM,176800,1943741,21.988,5,46,21.8323,0.0001,0.210485431,4.439212394,0.0005,0.0004,15,3,29,0.0795,91784,0.5191,173,0.474,16.4851,280.4839
SBM,176800,1943793,21.9886,4,44,21.922,0.0001,0.210487779,4.439179509,0.0009,-0.0006,15,4,30,0.0822,92139,0.5211,168,0.4603,16.1798,275.3314
SBM,176800,1943146,21.9813,5,45,21.8801,0.0001,0.21045855,4.439588779,0.0018,0.0003,15,4,30,0.0822,92271,0.5219,183,0.5014,16.0165,274.1556
SBM,176800,1148731,12.9947,1,31,12.9744,0.0001,0.164306868,5.21684064,0.0003,-0.0002,9,3,39,0.1068,84267,0.4766,183,0.5014,8.5293,212.5961
SBM,176800,1149119,12.9991,1,33,12.9984,0.0001,0.164336519,5.21624148,0.0005,0.0023,9,3,40,0.1096,83351,0.4714,177,0.4849,8.3638,211.9043
SBM,176800,1149549,13.0039,1,33,12.9416,0.0001,0.164369367,5.215577877,0.0011,0.0007,9,3,40,0.1096,85155,0.4816,179,0.4904,8.2385,210.7183
SBM,176800,3447023,38.9935,13,69,38.9443,0.0002,0.260785276,3.846244944,0.0008,-0.0014,29,3,23,0.063,95958,0.5427,168,0.4603,32.9401,399.6632
SBM,176800,3447128,38.9947,14,74,39.0158,0.0002,0.260787951,3.846218443,0.0016,0.0006,29,4,23,0.063,95808,0.5419,170,0.4658,33.1279,397.7603
SBM,176800,3445820,38.9799,14,69,39.0129,0.0002,0.260754629,3.846548656,0.0032,0,28,4,24,0.0658,95807,0.5419,169,0.463,32.7762,393.4363
SBM,176800,2913939,32.9631,13,60,32.7521,0.0002,0.246034558,3.999633043,0.0007,0.0004,24,4,24,0.0658,94650,0.5354,178,0.4877,26.5553,361.0359
SBM,176800,2918266,33.0121,10,60,32.9527,0.0002,0.246164837,3.998212166,0.0014,-0.0002,24,4,25,0.0685,94719,0.5357,163,0.4466,26.722,360.1221
SBM,176800,2917545,33.0039,11,60,32.9262,0.0002,0.246143142,3.998448692,0.0027,-0.0003,24,4,25,0.0685,95021,0.5374,170,0.4658,26.6728,352.6565
SBM,176800,3270325,36.9946,14,66,37.0071,0.0002,0.256165143,3.892712591,0.0008,0.0004,27,3,23,0.063,95530,0.5403,170,0.4658,31.1411,380.2253
SBM,176800,3270917,37.0013,13,67,37.0735,0.0002,0.256181035,3.892550367,0.0016,0.0003,27,4,24,0.0658,95606,0.5408,167,0.4575,30.074,379.4266
SBM,176800,3270182,36.993,14,67,36.9442,0.0002,0.256161304,3.892751784,0.0031,0,27,4,24,0.0658,95520,0.5403,164,0.4493,30.413,382.8176
SBM,176800,882817,9.9866,0,25,10.014,0.0001,0.141189764,5.734962289,0.0002,-0.0027,7,3,45,0.1233,79829,0.4515,185,0.5068,6.3966,190.4845
SBM,176800,883276,9.9918,0,27,9.9935,0.0001,0.141235401,5.733829022,0.0004,-0.0006,7,3,46,0.126,79406,0.4491,186,0.5096,6.316,189.7915
SBM,176800,883303,9.9921,0,28,10.0191,0.0001,0.141238085,5.733762392,0.0008,0.0011,7,3,47,0.1288,79438,0.4493,188,0.5151,6.1943,189.0592
SBM,177100,1946836,21.9857,4,46,21.9517,0.0001,0.210444941,4.439779361,0.0005,-0.0006,15,3,29,0.0795,92511,0.5224,173,0.474,16.4298,280.7709
SBM,177100,1948630,22.006,5,46,21.9296,0.0001,0.210525799,4.438647294,0.0009,-0.001,15,4,30,0.0822,92116,0.5201,182,0.4986,16.4129,276.454
SBM,177100,1950390,22.0259,5,46,21.926,0.0001,0.210605051,4.43753835,0.0018,0.0004,15,4,30,0.0822,92400,0.5217,175,0.4795,16.3349,272.1916
SBM,177100,1150583,12.9936,0,33,13.0421,0.0001,0.164274998,5.217484827,0.0003,-0.0003,9,3,39,0.1068,85200,0.4811,184,0.5041,8.4947,212.8185
SBM,177100,1151667,13.0058,1,34,12.9526,0.0001,0.164357665,5.215814256,0.0005,0.0005,9,3,40,0.1096,85325,0.4818,182,0.4986,8.4733,212.4569
SBM,177100,1152162,13.0114,1,32,13.0701,0.0001,0.164395389,5.215052319,0.0011,0.001,9,3,40,0.1096,85626,0.4835,181,0.4959,8.3287,211.4846
SBM,177100,3455273,39.0206,15,70,38.9001,0.0002,0.260807485,3.846024897,0.0008,0.0002,29,4,23,0.063,95880,0.5414,164,0.4493,33.4765,401.8857
SBM,177100,3451675,38.98,14,78,38.5107,0.0002,0.260716025,3.846931314,0.0016,0.0003,29,4,23,0.063,95753,0.5407,171,0.4685,32.774,401.1532
SBM,177100,3453572,39.0014,9,74,38.7784,0.0002,0.260764258,3.846453233,0.0032,-0.0006,29,4,24,0.0658,95706,0.5404,170,0.4658,32.8603,395.5037
SBM,177100,2920615,32.9827,9,60,32.8732,0.0002,0.246050001,3.999464551,0.0007,0.0005,24,4,24,0.0658,95289,0.5381,170,0.4658,27.1653,364.5004
SBM,177100,2921841,32.9965,10,63,32.8587,0.0002,0.246086843,3.999062646,0.0014,0.0012,24,4,25,0.0685,94934,0.536,166,0.4548,26.8871,361.4389
SBM,177100,2923410,33.0142,10,61,32.8028,0.0002,0.246133971,3.99854869,0.0028,0.0009,24,4,26,0.0712,94603,0.5342,173,0.474,26.5849,350.6376
SBM,177100,3277410,37.012,11,66,37.0841,0.0002,0.256168164,3.892681753,0.0008,-0.0009,27,3,23,0.063,95808,0.541,163,0.4466,30.8961,389.0048
SBM,177100,3274153,36.9752,13,66,36.8223,0.0002,0.256080881,3.893573001,0.0015,-0.0002,27,4,24,0.0658,95563,0.5396,167,0.4575,31.0132,382.7496
SBM,177100,3277860,37.0171,13,67,37.093,0.0002,0.256180217,3.892558724,0.0031,0.0001,27,4,24,0.0658,95930,0.5417,166,0.4548,31.2034,377.51
SBM,177100,885803,10.0034,0,27,9.9912,0.0001,0.141316341,5.731820301,0.0002,0.0003,7,3,45,0.1233,80889,0.4567,186,0.5096,6.4724,192.0457
SBM,177100,885832,10.0037,0,28,10.0204,0.0001,0.141319215,5.731749005,0.0004,-0.0008,7,3,46,0.126,79232,0.4474,190,0.5205,6.3528,189.9247
SBM,177100,885855,10.004,0,27,9.9985,0.0001,0.141321494,5.731692463,0.0008,0.0026,7,3,48,0.1315,78123,0.4411,191,0.5233,6.1708,188.7499
SBM,178700,1965170,21.9941,3,45,21.9615,0.0001,0.210312197,4.441639358,0.0005,-0.0008,15,3,29,0.0795,93261,0.5219,172,0.4712,16.458,282.2489
SBM,178700,1966797,22.0123,3,45,22.1169,0.0001,0.210384789,4.440621978,0.0009,-0.0007,15,3,30,0.0822,92291,0.5165,170,0.4658,16.2845,280.1727
SBM,178700,1964686,21.9887,5,48,22.0069,0.0001,0.21029059,4.441942276,0.0018,0,15,3,30,0.0822,93061,0.5208,175,0.4795,16.3762,277.8577
SBM,178700,1159197,12.9737,1,32,13.0512,0.0001,0.164010743,5.222832949,0.0003,0.0002,9,3,39,0.1068,85998,0.4812,181,0.4959,8.5379,216.7926
SBM,178700,1161525,12.9997,1,34,12.9927,0.0001,0.164186727,5.219269955,0.0005,0.0001,9,3,39,0.1068,86258,0.4827,177,0.4849,8.5833,217.0339
SBM,178700,1161376,12.9981,0,31,12.995,0.0001,0.164175474,5.219497624,0.0011,0.0005,9,3,40,0.1096,86224,0.4825,177,0.4849,8.3599,215.5555
SBM,178700,3484018,38.9929,16,69,39.039,0.0002,0.260539528,3.848681992,0.0008,-0.0001,29,4,23,0.063,96544,0.5403,166,0.4548,33.4502,410.1389
SBM,178700,3485221,39.0064,14,74,39.0433,0.0002,0.26056981,3.848381477,0.0016,0.0002,29,4,23,0.063,96566,0.5404,159,0.4356,33.1107,403.5947
SBM,178700,3480794,38.9568,14,70,38.5579,0.0002,0.26045832,3.849488162,0.0032,-0.0002,29,4,24,0.0658,96393,0.5394,164,0.4493,33.3371,399.7444
SBM,178700,2945196,32.9625,10,61,32.8266,0.0002,0.245802142,4.002170924,0.0007,-0.0005,24,3,25,0.0685,95408,0.5339,166,0.4548,27.3761,362.0128
SBM,178700,2950676,33.0238,11,63,33.0165,0.0002,0.245965202,4.00038997,0.0014,0,24,4,25,0.0685,95675,0.5354,169,0.463,26.9755,360.4864
SBM,178700,2948335,32.9976,11,62,32.9771,0.0002,0.245895582,4.001150134,0.0027,-0.0004,24,4,25,0.0685,95845,0.5363,165,0.4521,26.6654,358.4952
SBM,178700,3304292,36.9814,12,65,37.0884,0.0002,0.255893692,3.895486101,0.0008,0.0006,27,4,24,0.0658,96352,0.5392,165,0.4521,31.1961,393.2884
SBM,178700,3307419,37.0164,10,68,37.1821,0.0002,0.255976663,3.894637838,0.0015,-0.0014,27,4,24,0.0658,96299,0.5389,165,0.4521,30.9935,382.5743
SBM,178700,3305957,37.0001,14,65,36.8773,0.0002,0.255937881,3.895034279,0.003,-0.0007,27,4,24,0.0658,96495,0.54,161,0.4411,30.8098,375.7159
SBM,178700,893343,9.9982,0,28,10.0234,0.0001,0.14115943,5.735715801,0.0002,-0.0008,7,3,46,0.126,80465,0.4503,193,0.5288,6.6038,192.6533
SBM,178700,893793,10.0033,0,27,10.0075,0.0001,0.141203604,5.73461855,0.0004,-0.0003,7,3,46,0.126,81043,0.4535,185,0.5068,6.3875,192.4128
SBM,178700,895610,10.0236,0,28,9.9907,0.0001,0.141381744,5.730198272,0.0008,-0.0003,7,3,48,0.1315,78323,0.4383,183,0.5014,6.1299,192.6524
SBM,170200,1872899,22.0082,5,46,22.0367,0.0001,0.211271741,4.428235293,0.0005,-0.0002,15,3,29,0.0795,88838,0.522,171,0.4685,15.739,269.4043
SBM,170200,1874483,22.0268,5,44,22.0813,0.0001,0.211346215,4.427198921,0.001,0.0006,15,3,30,0.0822,88650,0.5209,168,0.4603,15.5842,267.8592
SBM,170200,1870618,21.9814,4,46,22.1417,0.0001,0.211164387,4.429730236,0.0019,0.0006,15,3,31,0.0849,88044,0.5173,175,0.4795,15.5829,264.0251
SBM,170200,1105461,12.9901,1,31,12.9617,0.0001,0.164826669,5.206358766,0.0003,-0.0011,9,3,38,0.1041,82511,0.4848,183,0.5014,8.3035,206.5983
SBM,170200,1108249,13.0229,1,33,13.0388,0.0001,0.165048564,5.201898407,0.0006,0.0003,9,3,39,0.1068,81928,0.4814,177,0.4849,8.1963,204.654
SBM,170200,1105038,12.9852,1,32,12.9413,0.0001,0.164792954,5.207037223,0.0011,0.0003,9,3,40,0.1096,81408,0.4783,191,0.5233,7.8989,210.4061
SBM,170200,3321013,39.0248,14,70,39.2064,0.0002,0.261730113,3.836910755,0.0009,-0.0001,29,3,23,0.063,92360,0.5427,164,0.4493,32.077,388.6457
SBM,170200,3318136,38.991,13,71,38.7458,0.0002,0.261653764,3.837662924,0.0017,0.0004,29,4,23,0.063,92153,0.5414,166,0.4548,31.3789,381.1537
SBM,170200,3317379,38.9821,13,68,38.6669,0.0002,0.261633664,3.837861004,0.0034,0.0001,29,4,24,0.0658,92080,0.541,163,0.4466,32.6333,372.8774
SBM,170200,2809106,33.0095,11,62,33.1533,0.0002,0.246982955,3.989317548,0.0007,0.0008,24,3,24,0.0658,91783,0.5393,159,0.4356,25.8838,344.3793
SBM,170200,2808642,33.004,11,60,32.8887,0.0002,0.246968403,3.989475338,0.0014,-0.001,24,4,25,0.0685,91384,0.5369,170,0.4658,25.7614,340.8463
SBM,170200,2807708,32.993,11,63,33.0357,0.0002,0.246939103,3.989793084,0.0028,0.0011,24,4,25,0.0685,91205,0.5359,163,0.4466,25.4871,334.376
SBM,170200,3148909,37.0025,13,66,36.9998,0.0002,0.257042325,3.883783401,0.0008,-0.0005,27,3,23,0.063,92071,0.541,165,0.4521,29.6223,364.815
SBM,170200,3148138,36.9934,13,68,36.9541,0.0002,0.257020753,3.884002384,0.0016,-0.0006,27,4,24,0.0658,91696,0.5388,165,0.4521,29.3547,364.4066
SBM,170200,3146997,36.98,14,67,36.89,0.0002,0.256988819,3.884326611,0.0032,0.0006,27,4,24,0.0658,92038,0.5408,164,0.4493,29.4284,360.6612
SBM,170200,852028,10.0121,0,26,9.9606,0.0001,0.141887283,5.717693742,0.0002,0.0004,7,3,45,0.1233,76769,0.4511,187,0.5123,6.33,183.678
SBM,170200,850202,9.9906,0,27,10.005,0.0001,0.141698286,5.722361741,0.0004,-0.0003,7,3,46,0.126,77331,0.4544,184,0.5041,6.0756,181.4205
SBM,170200,853114,10.0248,0,30,10.0148,0.0001,0.141999496,5.714926092,0.0009,-0.0007,7,3,48,0.1315,77221,0.4537,195,0.5342,5.9678,181.4879
SBM,175000,1924187,21.9907,6,45,21.8632,0.0001,0.210685457,4.436413923,0.0005,-0.0012,15,3,29,0.0795,91400,0.5223,175,0.4795,16.475,279.4669
SBM,175000,1927589,22.0296,6,49,21.9769,0.0001,0.210840691,4.434244986,0.0009,-0.0002,15,3,30,0.0822,90477,0.517,176,0.4822,16.1667,276.2398
SBM,175000,1927864,22.0327,4,45,21.8834,0.0001,0.210853227,4.434069935,0.0018,0,15,3,31,0.0849,90861,0.5192,170,0.4658,15.9511,273.974
SBM,175000,1137492,12.9999,1,34,12.9618,0.0001,0.164489878,5.213144898,0.0003,0,9,3,39,0.1068,84574,0.4833,188,0.5151,8.5375,211.4988
SBM,175000,1137569,13.0008,1,33,13.032,0.0001,0.164495827,5.213024869,0.0006,-0.0018,9,3,39,0.1068,83991,0.4799,175,0.4795,8.449,211.3058
SBM,175000,1137807,13.0035,0,31,12.9469,0.0001,0.16451421,5.212653962,0.0011,0.0021,9,3,40,0.1096,84426,0.4824,179,0.4904,8.1686,208.9111
SBM,175000,3411656,38.9904,15,69,38.9816,0.0002,0.261012765,3.843992392,0.0008,-0.0005,29,3,23,0.063,94714,0.5412,163,0.4466,32.8244,395.7467
SBM,175000,3411843,38.9925,14,70,39.1166,0.0002,0.261017581,3.843944733,0.0017,0.0003,29,4,23,0.063,94687,0.5411,175,0.4795,33.2034,393.4869
SBM,175000,3413530,39.0118,17,69,38.8317,0.0002,0.261061022,3.843514974,0.0033,0.0005,29,4,23,0.063,94640,0.5408,170,0.4658,32.4674,380.9533
SBM,175000,2889376,33.0214,11,61,33.2638,0.0002,0.246411175,3.995528867,0.0007,0.0006,24,3,24,0.0658,93950,0.5369,169,0.463,26.5357,356.0763
SBM,175000,2886337,32.9867,12,60,33.0165,0.0002,0.246318698,3.996535684,0.0014,-0.0003,24,3,25,0.0685,93773,0.5358,170,0.4658,25.9664,347.0595
SBM,175000,2889292,33.0205,12,60,32.7455,0.0002,0.24640862,3.995556673,0.0028,0.0009,24,4,25,0.0685,93958,0.5369,170,0.4658,26.3022,350.0892
SBM,175000,3237815,37.0036,12,72,37.0266,0.0002,0.256416819,3.890145496,0.0008,0.0002,27,3,24,0.0658,94218,0.5384,175,0.4795,30.7513,383.1497
SBM,175000,3239343,37.0211,13,66,36.7704,0.0002,0.25645828,3.889722984,0.0016,0.0005,27,3,24,0.0658,94204,0.5383,167,0.4575,30.4754,378.8366
SBM,175000,3236090,36.9839,13,70,36.8562,0.0002,0.256369987,3.890622857,0.0031,-0.0001,27,4,24,0.0658,94417,0.5395,164,0.4493,30.0576,374.2986
SBM,175000,874380,9.9929,1,27,10.0022,0.0001,0.141372122,5.730436828,0.0002,0.0009,7,3,45,0.1233,79921,0.4567,186,0.5096,6.3698,188.0736
SBM,175000,874927,9.9992,0,27,9.9897,0.0001,0.14142708,5.729074472,0.0004,-0.0006,7,3,47,0.1288,78692,0.4497,184,0.5041,6.1344,188.1897
SBM,175000,874969,9.9996,0,29,10.0174,0.0001,0.141431299,5.728969931,0.0008,-0.0008,7,3,47,0.1288,79736,0.4556,186,0.5096,6.2805,188.8284
SBM,173300,1904704,21.9816,5,45,21.9026,0.0001,0.210829835,4.434396583,0.0005,0.0009,15,3,29,0.0795,90001,0.5193,176,0.4822,15.87,274.1589
SBM,173300,1906604,22.0035,4,48,21.9262,0.0001,0.210917527,4.433172329,0.0009,0.0001,15,4,30,0.0822,89041,0.5138,169,0.463,16.0319,272.3378
SBM,173300,1906972,22.0078,5,46,21.7675,0.0001,0.210934502,4.432935443,0.0019,0.0008,15,3,30,0.0822,90065,0.5197,173,0.474,15.6588,269.6814
SBM,173300,1126899,13.0052,1,32,12.9878,0.0001,0.164666776,5.209578079,0.0003,-0.0008,9,3,40,0.1096,83414,0.4813,178,0.4877,8.3943,208.7269
SBM,173300,1126126,12.9963,1,29,12.9225,0.0001,0.164606423,5.210794373,0.0006,0.0005,9,3,40,0.1096,83376,0.4811,181,0.4959,8.2498,207.2097
SBM,173300,1128996,13.0294,1,33,13.0485,0.0001,0.164830293,5.206285856,0.0011,-0.0003,9,3,40,0.1096,83237,0.4803,179,0.4904,8.2231,207.1039
SBM,173300,3375609,38.9568,15,69,38.898,0.0002,0.261161202,3.84252436,0.0008,0.0002,29,3,23,0.063,93977,0.5423,167,0.4575,31.9281,392.3399
SBM,173300,3380778,39.0165,14,70,38.8225,0.0002,0.26129578,3.841194593,0.0017,0.0003,29,4,23,0.063,93836,0.5415,166,0.4548,31.932,381.8453
SBM,173300,3378841,38.9941,14,77,38.991,0.0002,0.261245373,3.84169253,0.0033,-0.0003,29,4,23,0.063,93630,0.5403,171,0.4685,31.9482,378.2516
SBM,173300,2858446,32.9884,11,60,32.8466,0.0002,0.246534728,3.994184698,0.0007,0.0003,24,3,24,0.0658,93043,0.5369,172,0.4712,26.2028,351.6931
SBM,173300,2859646,33.0023,12,64,32.9326,0.0002,0.246571644,3.993783292,0.0014,0.0011,24,3,25,0.0685,93168,0.5376,169,0.463,25.9951,351.7304
SBM,173300,2862362,33.0336,11,62,32.8386,0.0002,0.24665514,3.992875762,0.0028,0.0004,24,4,25,0.0685,93105,0.5372,166,0.4548,26.1829,343.3388
SBM,173300,3210936,37.0564,13,67,37.133,0.0002,0.256762355,3.886627819,0.0008,-0.0002,27,3,23,0.063,93584,0.54,166,0.4548,30.8594,380.7521
SBM,173300,3204703,36.9845,15,65,36.8099,0.0002,0.256591456,3.888366649,0.0016,0.0002,27,4,24,0.0658,93488,0.5395,161,0.4411,30.2996,374.8684
SBM,173300,3208807,37.0318,14,70,36.8318,0.0002,0.256704019,3.887221154,0.0031,-0.0008,27,4,24,0.0658,93580,0.54,170,0.4658,30.199,369.5673
SBM,173300,867129,10.0073,0,27,9.9821,0.0001,0.141619669,5.724305889,0.0002,-0.0019,7,3,46,0.126,79112,0.4565,195,0.5342,6.2344,186.6363
SBM,173300,866577,10.0009,0,29,9.9831,0.0001,0.141563661,5.725691788,0.0004,-0.0001,7,3,47,0.1288,75167,0.4337,183,0.5014,6.2022,186.7278
SBM,173300,866523,10.0003,0,26,9.9594,0.0001,0.14155818,5.725827451,0.0008,0.0009,7,3,46,0.126,78291,0.4518,189,0.5178,6.1142,186.3872
SBM,173200,1902468,21.9685,5,45,21.9644,0.0001,0.21078799,4.434981044,0.0005,-0.0007,15,3,29,0.0795,90432,0.5221,172,0.4712,16.0445,274.4772
SBM,173200,1906266,22.0123,5,46,22.1397,0.0001,0.210963411,4.432532082,0.0009,0.0001,15,3,30,0.0822,90477,0.5224,174,0.4767,15.7684,271.5745
SBM,173200,1903479,21.9801,5,45,22.0442,0.0001,0.21083472,4.434328361,0.0019,-0.0003,15,3,30,0.0822,90203,0.5208,173,0.474,15.5789,269.36
SBM,173200,1125611,12.9978,1,32,13.0426,0.0001,0.164625316,5.210413569,0.0003,-0.0005,9,3,39,0.1068,83996,0.485,181,0.4959,8.4905,208.5563
SBM,173200,1125864,13.0007,1,33,12.9819,0.0001,0.164645083,5.210015181,0.0006,0.0001,9,3,39,0.1068,83656,0.483,183,0.5014,8.1989,209.4917
SBM,173200,1126613,13.0094,1,33,12.9604,0.0001,0.164703579,5.208836684,0.0011,0.0002,9,3,40,0.1096,83755,0.4836,189,0.5178,8.138,206.9388
SBM,173200,3376817,38.9933,14,69,38.7041,0.0002,0.261256701,3.841580613,0.0008,-0.0006,29,3,23,0.063,93938,0.5424,177,0.4849,32.0804,377.0495
SBM,173200,3377448,39.0006,15,69,38.9057,0.0002,0.261273136,3.841418261,0.0017,0.0006,29,4,23,0.063,93795,0.5415,164,0.4493,31.8139,385.8898
SBM,173200,3376683,38.9917,15,71,38.816,0.0002,0.261253211,3.841615096,0.0033,-0.0004,29,4,24,0.0658,93635,0.5406,166,0.4548,32.3539,384.4084
SBM,173200,2860175,33.0274,10,63,33.1096,0.0002,0.246651201,3.992918558,0.0007,0,24,3,24,0.0658,92690,0.5352,162,0.4438,26.7314,353.7101
SBM,173200,2858603,33.0093,10,61,33.0831,0.0002,0.246602845,3.993444105,0.0014,0.0009,24,4,25,0.0685,92839,0.536,168,0.4603,27.0562,348.3954
SBM,173200,2857510,32.9967,10,61,32.9058,0.0002,0.246569207,3.993809784,0.0028,0.0001,24,4,25,0.0685,93039,0.5372,167,0.4575,25.8255,345.9838
SBM,173200,3206117,37.0221,14,64,36.9065,0.0002,0.256694053,3.887322535,0.0008,0.0005,27,3,23,0.063,93558,0.5402,168,0.4603,30.2023,381.1112
SBM,173200,3205286,37.0125,14,69,36.8265,0.0002,0.256671252,3.887554516,0.0016,-0.0011,27,4,24,0.0658,93428,0.5394,162,0.4438,29.9852,374.1783
SBM,173200,3199161,36.9418,14,74,36.791,0.0002,0.256503012,3.889267285,0.0032,0.0008,27,4,24,0.0658,93689,0.5409,170,0.4658,30.0612,369.8619
