topology,nodes,edges,k_avg,k_min,k_max,k_variance,d,d_norm,aspl,acc,assort,core_max,ktruss_max,peak_day,Y_peak_day,peak_cases,fraction_peak_cases,span,Y_span,time_network,time_epidemic
SW,64457,1095769,34,29,39,0.6826,0.0005,0.272933317,5.939865439,0.6849,-0.0013,30,18,41,0.1123,30344,0.4708,173,0.474,29.6297,94.2859
SW,64457,837941,26,22,30,0.5205,0.0004,0.247090512,6.76965606,0.6782,-0.0007,23,14,51,0.1397,27881,0.4326,183,0.5014,19.5019,86.6356
SW,64457,386742,12,9,15,0.239,0.0002,0.172606435,11.30825254,0.6426,0.001,10,7,101,0.2767,17809,0.2763,232,0.6356,5.3787,63.5253
SW,64457,966855,30,25,35,0.5925,0.0005,0.260875915,6.299044694,0.6824,0.001,27,16,46,0.126,29447,0.4568,174,0.4767,26.0226,96.743
SW,64457,902398,28,24,32,0.5593,0.0004,0.254229591,6.517208028,0.6804,-0.001,24,15,47,0.1288,28741,0.4459,173,0.474,23.9145,92.6162
SW,64457,193371,6,3,9,0.1167,0.0001,0.105833151,24.37702361,0.5674,-0.0019,4,4,269,0.737,5731,0.0889,601,1.6466,1.7962,51.7834
SW,64457,580113,18,14,22,0.3609,0.0003,0.211666302,8.384398249,0.6651,-0.0006,15,11,70,0.1918,24059,0.3733,194,0.5315,11.1353,75.116
SW,64457,515656,16,12,20,0.3142,0.0002,0.200319852,9.073770241,0.6601,0.0002,13,9,75,0.2055,22360,0.3469,209,0.5726,8.8922,70.947
SW,64457,1160226,36,31,42,0.717,0.0006,0.278439586,5.789828539,0.6861,-0.0003,32,19,39,0.1068,30972,0.4805,176,0.4822,36.7677,106.7723
SW,64457,709027,22,18,26,0.4393,0.0003,0.23099761,7.418985721,0.6729,-0.0003,19,12,58,0.1589,26516,0.4114,187,0.5123,15.1455,81.5633
SW,64457,1224683,38,33,44,0.7595,0.0006,0.28364807,5.655166879,0.687,0.0004,34,20,38,0.1041,31340,0.4862,165,0.4521,40.8922,110.8937
SW,64457,1031312,32,27,37,0.642,0.0005,0.267093136,6.108303877,0.6837,-0.0012,29,17,43,0.1178,29594,0.4591,168,0.4603,29.7899,99.4952
SW,64457,322285,10,7,13,0.202,0.0002,0.155042764,13.32100323,0.6283,-0.0011,8,6,121,0.3315,14784,0.2294,259,0.7096,3.8328,60.3916
SW,64457,451199,14,10,17,0.2786,0.0002,0.187456307,9.997978536,0.6524,0.0001,11,9,84,0.2301,20962,0.3252,221,0.6055,6.8587,67.7291
SW,64457,1289140,40,35,45,0.7964,0.0006,0.288589332,5.533494984,0.6884,-0.0008,36,21,37,0.1014,31613,0.4905,172,0.4712,44.926,114.2193
SW,64457,257828,8,5,11,0.1577,0.0001,0.133546568,16.82141599,0.607,-0.0006,6,5,168,0.4603,10337,0.1604,317,0.8685,2.62,56.6546
SW,64457,644570,20,16,24,0.3993,0.0003,0.221816048,7.848636386,0.6694,0.0007,17,11,62,0.1699,25452,0.3949,190,0.5205,13.5099,78.4432
SW,64457,773484,24,20,29,0.4809,0.0004,0.239379719,7.065811289,0.6759,-0.0023,21,13,54,0.1479,27682,0.4295,184,0.5041,17.6179,85.4753
SW,68881,1170977,34,30,39,0.6861,0.0005,0.271199049,5.988850505,0.685,-0.0008,30,18,42,0.1151,32102,0.4661,172,0.4712,35.954,110.0393
SW,68881,895453,26,21,30,0.5187,0.0004,0.245520454,6.827892002,0.6785,-0.0008,23,14,51,0.1397,30158,0.4378,178,0.4877,21.9453,95.244
SW,68881,413286,12,9,15,0.2418,0.0002,0.171509663,11.41756318,0.6427,0.0008,10,7,101,0.2767,19080,0.277,227,0.6219,5.5552,68.7972
SW,68881,1033215,30,26,35,0.5983,0.0004,0.259218262,6.352024469,0.6823,0.0012,27,16,47,0.1288,31157,0.4523,175,0.4795,28.4274,103.9877
SW,68881,964334,28,24,32,0.5463,0.0004,0.252614171,6.572621659,0.6811,0.0004,25,15,48,0.1315,30975,0.4497,180,0.4932,24.9913,99.851
SW,68881,206643,6,3,9,0.1225,0.0001,0.105160668,24.6273857,0.5658,0.0003,4,4,253,0.6932,6788,0.0985,572,1.5671,1.8969,57.0177
SW,68881,619929,18,15,22,0.3567,0.0003,0.210321336,8.460783146,0.6654,-0.0013,15,10,69,0.189,25830,0.375,197,0.5397,12.3241,80.9369
SW,68881,551048,16,13,20,0.3219,0.0002,0.199046983,9.15792683,0.6596,0.0003,14,9,75,0.2055,24303,0.3528,204,0.5589,9.7939,76.0182
SW,68881,1239858,36,31,41,0.7077,0.0005,0.276670331,5.837150163,0.6867,-0.0004,33,19,40,0.1096,33007,0.4792,177,0.4849,39.9552,115.9861
SW,68881,757691,22,18,28,0.4328,0.0003,0.229529809,7.484504175,0.6734,0.002,19,12,57,0.1562,28339,0.4114,183,0.5014,16.3074,88.2398
SW,68881,1308739,38,34,43,0.7456,0.0006,0.281845719,5.70099849,0.6879,0.0004,34,20,39,0.1068,33277,0.4831,169,0.463,44.4263,117.7957
SW,68881,1102096,32,27,37,0.6432,0.0005,0.265395978,6.159160208,0.6832,-0.0001,29,17,43,0.1178,32228,0.4679,168,0.4603,31.9137,107.2422
SW,68881,344405,10,7,14,0.199,0.0001,0.154057594,13.45281109,0.6291,-0.0017,8,6,129,0.3534,15425,0.2239,265,0.726,4.0352,64.8256
SW,68881,482167,14,11,18,0.2781,0.0002,0.186265176,10.09255251,0.6528,-0.0014,12,8,84,0.2301,21983,0.3191,216,0.5918,7.3723,72.4689
SW,68881,1377620,40,35,45,0.8037,0.0006,0.286755583,5.577982912,0.6884,0.0009,36,21,37,0.1014,33799,0.4907,168,0.4603,48.9428,122.1791
SW,68881,275524,8,5,11,0.1558,0.0001,0.132697989,16.99176259,0.6072,-0.0036,6,5,171,0.4685,10874,0.1579,335,0.9178,2.8214,60.4581
SW,68881,688810,20,16,24,0.4033,0.0003,0.220406589,7.918986836,0.6695,-0.0012,17,11,63,0.1726,26423,0.3836,192,0.526,14.5103,84.6167
SW,68881,826572,24,19,28,0.4805,0.0003,0.237858657,7.12736511,0.6758,0.0012,21,13,53,0.1452,29104,0.4225,184,0.5041,18.8985,91.9182
SW,64444,1095548,34,30,39,0.6613,0.0005,0.27293862,5.939716944,0.6857,-0.0006,30,18,42,0.1151,30323,0.4705,170,0.4658,33.4195,103.4701
SW,64444,837772,26,22,30,0.5309,0.0004,0.247095313,6.769479529,0.6776,-0.0004,23,14,50,0.137,28225,0.438,173,0.474,20.3885,89.9928
SW,64444,386664,12,9,15,0.2354,0.0002,0.172609789,11.3079212,0.643,-0.0004,10,7,102,0.2795,17593,0.273,230,0.6301,5.1712,64.747
SW,64444,966660,30,26,35,0.6007,0.0005,0.260880984,6.298884092,0.6821,0.0001,27,16,44,0.1205,29699,0.4608,178,0.4877,26.198,96.6028
SW,64444,902216,28,24,33,0.5622,0.0004,0.254234531,6.51704005,0.6802,-0.0011,24,15,47,0.1288,28780,0.4466,176,0.4822,23.1582,93.2089
SW,64444,193332,6,4,9,0.1214,0.0001,0.105835208,24.37626435,0.5661,-0.0029,4,4,265,0.726,6706,0.1041,557,1.526,1.7733,52.2611
SW,64444,579996,18,14,22,0.3583,0.0003,0.211670415,8.384166713,0.6654,0.0018,15,10,67,0.1836,23743,0.3684,195,0.5342,11.1283,75.0067
SW,64444,515552,16,12,20,0.3144,0.0002,0.200323744,9.073515148,0.6604,0.0015,14,9,75,0.2055,22710,0.3524,202,0.5534,8.8463,70.7729
SW,64444,1159992,36,32,42,0.7225,0.0006,0.278444996,5.789685084,0.6864,0.0004,32,19,40,0.1096,30965,0.4805,173,0.474,36.7779,106.8829
SW,64444,708884,22,18,26,0.4413,0.0003,0.231002098,7.418787119,0.6726,-0.0005,19,12,57,0.1562,26416,0.4099,186,0.5096,15.1475,81.9681
SW,64444,1224436,38,33,43,0.7646,0.0006,0.283653582,5.65502794,0.6869,-0.001,34,20,38,0.1041,31184,0.4839,159,0.4356,40.9006,110.3168
SW,64444,1031104,32,28,36,0.6293,0.0005,0.267098326,6.108149711,0.6841,-0.0014,29,17,43,0.1178,30102,0.4671,170,0.4658,29.5625,99.8195
SW,64444,322220,10,6,13,0.1984,0.0002,0.155045777,13.32060367,0.6285,-0.0001,8,6,123,0.337,15041,0.2334,261,0.7151,4.0365,60.8476
SW,64444,451108,14,11,18,0.2765,0.0002,0.18745995,9.997691865,0.6535,-0.002,12,8,86,0.2356,19022,0.2952,215,0.589,6.8288,68.0798
SW,64444,1288880,40,36,45,0.796,0.0006,0.288594939,5.533360117,0.6884,-0.0004,36,21,37,0.1014,31457,0.4881,168,0.4603,44.9968,113.0522
SW,64444,257776,8,4,11,0.1619,0.0001,0.133549163,16.82089954,0.6061,-0.0009,6,5,166,0.4548,10945,0.1698,324,0.8877,2.607,56.3917
SW,64444,644440,20,16,24,0.3953,0.0003,0.221820358,7.84842314,0.6698,-0.0002,17,11,62,0.1699,25125,0.3899,191,0.5233,13.502,78.3471
SW,64444,773328,24,20,28,0.4806,0.0004,0.23938437,7.065624703,0.6759,0.0013,21,13,53,0.1452,27319,0.4239,183,0.5014,17.588,85.6863
SW,69862,1187654,34,29,39,0.6865,0.0005,0.270832439,5.999315391,0.6848,-0.0002,30,18,41,0.1123,32666,0.4676,165,0.4521,38.2448,112.1592
SW,69862,908206,26,22,31,0.5123,0.0004,0.245188557,6.840333884,0.6788,-0.0003,23,14,51,0.1397,30406,0.4352,184,0.5041,22.3153,99.1263
SW,69862,419172,12,8,15,0.238,0.0002,0.171277814,11.44091741,0.643,0.0001,10,7,99,0.2712,19531,0.2796,226,0.6192,5.622,69.5837
SW,69862,1047930,30,25,34,0.5873,0.0004,0.258867848,6.363343073,0.6827,-0.0004,27,16,47,0.1288,31788,0.455,177,0.4849,28.9608,106.7791
SW,69862,978068,28,24,32,0.5531,0.0004,0.252272684,6.584460399,0.6811,0.0011,25,15,50,0.137,30851,0.4416,179,0.4904,25.2795,101.7317
SW,69862,209586,6,4,9,0.1174,0.0001,0.105018511,24.68084537,0.5668,-0.0012,4,4,274,0.7507,5977,0.0856,607,1.663,1.9278,56.533
SW,69862,628758,18,14,22,0.3591,0.0003,0.210037021,8.477103239,0.6655,0.0018,15,10,68,0.1863,25846,0.37,199,0.5452,12.1645,81.6842
SW,69862,558896,16,12,20,0.3259,0.0002,0.198777909,9.175907449,0.6592,-0.0024,13,9,75,0.2055,24071,0.3446,206,0.5644,9.7858,77.4263
SW,69862,1257516,36,31,41,0.7113,0.0005,0.276296324,5.847259547,0.6865,0.002,32,19,40,0.1096,33143,0.4744,177,0.4849,40.5621,116.906
SW,69862,768482,22,18,26,0.4412,0.0003,0.229219528,7.49850231,0.673,-0.0014,19,12,57,0.1562,28306,0.4052,193,0.5288,16.7009,89.4653
SW,69862,1327378,38,31,43,0.7602,0.0005,0.281464716,5.710789434,0.6872,0.0008,34,20,38,0.1041,33886,0.485,168,0.4603,45.9443,120.2458
SW,69862,1117792,32,28,36,0.6317,0.0005,0.265037212,6.170025008,0.6839,-0.001,28,17,44,0.1205,32337,0.4629,173,0.474,32.6976,108.9051
SW,69862,349310,10,7,13,0.2042,0.0001,0.153849337,13.48097014,0.6278,0.0005,8,6,125,0.3425,16190,0.2317,257,0.7041,4.3055,67.0599
SW,69862,489034,14,11,17,0.2776,0.0002,0.186013381,10.11275874,0.6527,-0.0014,12,8,84,0.2301,21984,0.3147,225,0.6164,7.5508,74.5631
SW,69862,1397240,40,35,44,0.793,0.0006,0.286367943,5.587486688,0.6884,-0.0006,36,21,38,0.1041,34036,0.4872,173,0.474,50.5208,124.4297
SW,69862,279448,8,5,12,0.1557,0.0001,0.132518606,17.02814975,0.6069,-0.0017,6,6,166,0.4548,11737,0.168,320,0.8767,2.8743,61.6217
SW,69862,698620,20,16,24,0.4005,0.0003,0.22010864,7.934017506,0.6694,-0.0011,17,11,61,0.1671,27450,0.3929,193,0.5288,14.7905,85.8536
SW,69862,838344,24,20,28,0.4777,0.0003,0.237537117,7.140516024,0.6757,0.0014,21,13,53,0.1452,29507,0.4224,187,0.5123,19.3383,93.3243
SW,63633,1081761,34,29,39,0.6741,0.0005,0.273272021,5.930397605,0.6853,0.002,30,18,42,0.1151,29842,0.469,178,0.4877,32.7295,102.2577
SW,63633,827229,26,21,30,0.5205,0.0004,0.247397146,6.75840084,0.6783,-0.0025,23,14,50,0.137,27952,0.4393,181,0.4959,20.0617,88.2242
SW,63633,381798,12,8,16,0.239,0.0002,0.172820636,11.2871266,0.6428,0.0017,10,7,99,0.2712,18001,0.2829,235,0.6438,5.0026,63.0455
SW,63633,954495,30,25,34,0.598,0.0005,0.261199656,6.288805042,0.6824,-0.0001,26,16,45,0.1233,28846,0.4533,177,0.4849,25.7971,94.8591
SW,63633,890862,28,24,32,0.5569,0.0004,0.254545084,6.506498124,0.6806,0.0003,25,15,48,0.1315,28618,0.4497,179,0.4904,22.811,92.0411
SW,63633,190899,6,3,9,0.1169,0.0001,0.105964488,24.32861051,0.5673,-0.0027,4,5,266,0.7288,5482,0.0862,614,1.6822,1.7364,51.1952
SW,63633,572697,18,14,22,0.3584,0.0003,0.211928975,8.369636086,0.6655,-0.0032,15,10,68,0.1863,22820,0.3586,199,0.5452,10.886,73.728
SW,63633,509064,16,12,20,0.3205,0.0003,0.200568444,9.057506177,0.6596,0.002,13,9,73,0.2,22256,0.3498,206,0.5644,8.7369,70.0598
SW,63633,1145394,36,31,41,0.7207,0.0006,0.278785123,5.780682092,0.6861,0.001,32,19,39,0.1068,30367,0.4772,165,0.4521,36.2776,106.1913
SW,63633,699963,22,18,27,0.4395,0.0003,0.231284272,7.406323353,0.6729,0.0004,19,12,57,0.1562,25914,0.4072,190,0.5205,14.9052,82.9941
SW,63633,1209027,38,33,43,0.7465,0.0006,0.284000071,5.646308312,0.6875,-0.0003,34,20,39,0.1068,30854,0.4849,178,0.4877,40.2944,108.7812
SW,63633,1018128,32,28,37,0.6372,0.0005,0.267424592,6.098474497,0.6838,0.0001,29,17,43,0.1178,29600,0.4652,166,0.4548,29.158,98.3582
SW,63633,318165,10,7,13,0.1993,0.0002,0.155235168,13.29552784,0.6288,-0.0006,8,6,119,0.326,14384,0.226,258,0.7068,3.7191,59.1988
SW,63633,445431,14,11,17,0.2722,0.0002,0.187688936,9.979701106,0.6532,-0.0023,12,8,87,0.2384,20230,0.3179,223,0.611,6.7176,66.6322
SW,63633,1272660,40,35,45,0.7897,0.0006,0.288947465,5.524896024,0.6885,-0.002,36,21,37,0.1014,31026,0.4876,169,0.463,44.1819,112.2024
SW,63633,254532,8,5,11,0.1556,0.0001,0.133712296,16.78848737,0.6074,-0.0017,6,5,170,0.4658,10224,0.1607,331,0.9068,2.5625,55.5346
SW,63633,636330,20,16,25,0.3949,0.0003,0.222091317,7.835040324,0.67,0,17,11,62,0.1699,25081,0.3942,194,0.5315,13.1629,77.2835
SW,63633,763596,24,19,28,0.4786,0.0004,0.239676784,7.053914988,0.6756,-0.0003,21,13,54,0.1479,26887,0.4225,179,0.4904,17.2978,84.7721
SW,63447,1078599,34,29,39,0.6775,0.0005,0.2733492,5.928244688,0.6856,-0.0011,31,18,42,0.1151,29952,0.4721,172,0.4712,32.7415,102.6054
SW,63447,824811,26,21,31,0.5209,0.0004,0.247467017,6.755841515,0.6784,0.0004,22,15,51,0.1397,27743,0.4373,180,0.4932,19.9251,88.2369
SW,63447,380682,12,9,16,0.2349,0.0002,0.172869445,11.28232279,0.6435,-0.0006,10,7,101,0.2767,18074,0.2849,228,0.6247,5.0256,63.0671
SW,63447,951705,30,26,34,0.6012,0.0005,0.261273426,6.286476634,0.6821,-0.0005,27,16,46,0.126,29109,0.4588,170,0.4658,25.8939,95.6717
SW,63447,888258,28,24,34,0.5586,0.0004,0.254616974,6.50406279,0.6808,0,25,15,47,0.1288,28530,0.4497,174,0.4767,22.9093,91.9543
SW,63447,190341,6,4,9,0.1184,0.0001,0.105994415,24.31760069,0.5665,0.0003,4,4,267,0.7315,6585,0.1038,600,1.6438,1.7384,51.6201
SW,63447,571023,18,14,23,0.3566,0.0003,0.211988829,8.366279348,0.6654,0.0011,15,10,70,0.1918,23220,0.366,199,0.5452,10.9079,74.176
SW,63447,507576,16,13,20,0.3207,0.0003,0.20062509,9.053807927,0.6595,0.0002,13,9,75,0.2055,22146,0.349,205,0.5616,8.7586,70.0628
SW,63447,1142046,36,31,41,0.712,0.0006,0.278863859,5.778602252,0.6865,-0.0005,32,19,39,0.1068,30378,0.4788,174,0.4767,36.4516,108.206
SW,63447,697917,22,18,25,0.4423,0.0003,0.231349593,7.403444072,0.6727,-0.0007,19,12,55,0.1507,26225,0.4133,177,0.4849,15.9284,81.4246
SW,63447,1205493,38,34,43,0.7458,0.0006,0.28408028,5.644293929,0.6878,0.0009,34,20,38,0.1041,30360,0.4785,170,0.4658,41.9771,109.8077
SW,63447,1015152,32,27,37,0.6358,0.0005,0.26750012,6.096239375,0.6838,0.0003,29,17,44,0.1205,28602,0.4508,172,0.4712,29.3153,98.0759
SW,63447,317235,10,7,13,0.2002,0.0002,0.155279011,13.28973495,0.6284,-0.0012,8,6,126,0.3452,11718,0.1847,281,0.7699,3.7051,59.6309
SW,63447,444129,14,11,18,0.2753,0.0002,0.187741945,9.975545038,0.653,0.0019,11,8,86,0.2356,20283,0.3197,218,0.5973,6.7312,66.9067
SW,63447,1268940,40,35,45,0.7844,0.0006,0.289029071,5.522940669,0.6885,0.0002,36,21,37,0.1014,30860,0.4864,174,0.4767,44.1371,111.2547
SW,63447,253788,8,5,11,0.1564,0.0001,0.13375006,16.78099947,0.6071,-0.0016,6,5,164,0.4493,10571,0.1666,324,0.8877,2.8025,55.2912
SW,63447,634470,20,16,24,0.4006,0.0003,0.222154041,7.831948738,0.6693,0.0026,17,11,61,0.1671,25184,0.3969,186,0.5096,13.2197,77.403
SW,63447,761364,24,20,28,0.4803,0.0004,0.239744475,7.051209895,0.6759,0.0001,21,13,52,0.1425,26929,0.4244,178,0.4877,17.2439,84.1186
SW,62330,1059610,34,29,38,0.6763,0.0005,0.273818439,5.915190868,0.685,-0.0018,30,18,41,0.1123,29317,0.4704,170,0.4658,31.7671,99.6959
SW,62330,810290,26,22,30,0.52,0.0004,0.247891826,6.74032373,0.678,-0.0014,23,14,50,0.137,27239,0.437,174,0.4767,19.5378,86.3831
SW,62330,373980,12,9,16,0.2412,0.0002,0.173166198,11.25319637,0.6427,0.0016,10,8,103,0.2822,16692,0.2678,240,0.6575,4.9298,62.1365
SW,62330,934950,30,25,34,0.5986,0.0005,0.261721935,6.272358848,0.682,0.0008,27,16,44,0.1205,28487,0.457,170,0.4658,25.5936,93.0893
SW,62330,872620,28,24,32,0.5537,0.0004,0.255054058,6.489296746,0.6809,0.0003,25,15,47,0.1288,28137,0.4514,177,0.4849,22.3263,89.8479
SW,62330,186990,6,3,9,0.1171,0.0001,0.106176368,24.25083646,0.567,-0.0008,4,5,274,0.7507,5466,0.0877,672,1.8411,1.6985,50.0602
SW,62330,560970,18,13,22,0.3574,0.0003,0.212352736,8.345926925,0.6657,0.0009,15,10,68,0.1863,23312,0.374,198,0.5425,10.7094,72.082
SW,62330,498640,16,13,20,0.3193,0.0003,0.200969489,9.031384891,0.6598,0.0014,13,9,75,0.2055,21333,0.3423,202,0.5534,8.5501,68.7038
SW,62330,1121940,36,31,41,0.7198,0.0006,0.279342566,5.76599147,0.6859,0.0006,32,19,40,0.1096,29566,0.4743,168,0.4603,35.2319,103.3257
SW,62330,685630,22,18,26,0.4407,0.0004,0.231746735,7.385986446,0.6729,0.0013,19,12,57,0.1562,25575,0.4103,189,0.5178,15.5574,79.0977
SW,62330,1184270,38,33,44,0.7572,0.0006,0.284567941,5.632079991,0.6874,-0.0019,35,20,38,0.1041,30049,0.4821,174,0.4767,39.4579,106.807
SW,62330,997280,32,27,37,0.6353,0.0005,0.267959319,6.082687159,0.6838,-0.0002,28,17,43,0.1178,28742,0.4611,176,0.4822,28.7213,96.4748
SW,62330,311650,10,7,13,0.202,0.0002,0.155545568,13.254611,0.6284,0.002,8,6,124,0.3397,14172,0.2274,258,0.7068,3.6542,58.2474
SW,62330,436310,14,10,17,0.2834,0.0002,0.188064228,9.950346143,0.652,0.0005,12,8,85,0.2329,19942,0.3199,222,0.6082,6.5545,65.5463
SW,62330,1246600,40,35,46,0.8068,0.0006,0.289525227,5.511084601,0.6879,0.0007,36,21,37,0.1014,30533,0.4899,164,0.4493,43.0819,109.4411
SW,62330,249320,8,5,11,0.1591,0.0001,0.133979659,16.73559655,0.6063,-0.0007,6,5,164,0.4493,9818,0.1575,331,0.9068,2.5532,54.5233
SW,62330,623300,20,16,24,0.4032,0.0003,0.222535397,7.813203927,0.6693,0.0009,17,11,63,0.1726,23393,0.3753,197,0.5397,12.9783,75.9222
SW,62330,747960,24,20,28,0.4786,0.0004,0.240156027,7.034808346,0.6759,0,21,13,53,0.1452,25674,0.4119,178,0.4877,16.9389,83.1581
SW,63054,1071918,34,29,39,0.6667,0.0005,0.273513163,5.923676425,0.6855,-0.0008,31,18,41,0.1123,29572,0.469,178,0.4877,32.6597,101.0739
SW,63054,819702,26,21,30,0.5165,0.0004,0.247615455,6.750410928,0.6781,-0.0004,23,15,51,0.1397,27721,0.4396,178,0.4877,19.8501,87.4599
SW,63054,378324,12,8,16,0.2393,0.0002,0.172973137,11.2721297,0.643,0.0014,10,8,104,0.2849,17448,0.2767,233,0.6384,5.0246,62.3626
SW,63054,945810,30,25,35,0.5971,0.0005,0.261430146,6.281536009,0.6823,0.0012,26,16,45,0.1233,29106,0.4616,171,0.4685,25.5059,94.4902
SW,63054,882756,28,24,32,0.5565,0.0004,0.254769702,6.498895293,0.6808,0.0005,25,15,47,0.1288,28372,0.45,180,0.4932,22.5378,90.9402
SW,63054,189162,6,4,9,0.1224,0.0001,0.106057993,24.29423774,0.5658,-0.005,4,4,268,0.7342,5162,0.0819,599,1.6411,1.7204,51.4572
SW,63054,567486,18,14,22,0.3605,0.0003,0.212115987,8.359156786,0.6649,0.0003,15,10,68,0.1863,23080,0.366,199,0.5452,10.8501,73.4761
SW,63054,504432,16,13,20,0.3103,0.0003,0.200745431,9.045960726,0.6603,0.0025,13,9,75,0.2055,21539,0.3416,207,0.5671,8.6948,70.5176
SW,63054,1134972,36,32,41,0.7137,0.0006,0.279031131,5.774189042,0.6866,-0.001,32,19,40,0.1096,30261,0.4799,167,0.4575,35.9162,103.837
SW,63054,693594,22,18,26,0.4372,0.0003,0.231488364,7.397334596,0.6733,-0.0005,19,12,58,0.1589,25850,0.41,184,0.5041,15.5943,80.1922
SW,63054,1198026,38,33,43,0.7523,0.0006,0.28425068,5.640019604,0.6875,0.0007,34,20,38,0.1041,30593,0.4852,174,0.4767,39.7877,107.9032
SW,63054,1008864,32,27,36,0.6401,0.0005,0.267660575,6.091496686,0.6838,0,29,17,43,0.1178,28893,0.4582,175,0.4795,29.0051,97.9166
SW,63054,315270,10,7,13,0.2011,0.0002,0.155372152,13.27744307,0.6285,0.0007,8,6,120,0.3288,14184,0.225,253,0.6932,3.6852,58.0549
SW,63054,441378,14,10,18,0.2822,0.0002,0.187854558,9.9667264,0.6521,0.0014,12,8,85,0.2329,19787,0.3138,218,0.5973,6.3091,61.7455
SW,63054,1261080,40,35,46,0.8085,0.0006,0.289202439,5.51879159,0.6879,-0.0004,36,21,37,0.1014,30421,0.4825,167,0.4575,41.9858,104.0369
SW,63054,252216,8,5,12,0.1567,0.0001,0.133830287,16.76511071,0.6069,0.0001,6,5,166,0.4548,9362,0.1485,345,0.9452,2.3986,51.3279
SW,63054,630540,20,16,24,0.3965,0.0003,0.222287296,7.825388787,0.6697,-0.0019,17,11,61,0.1671,25003,0.3965,191,0.5233,12.4418,71.7762
SW,63054,756648,24,19,28,0.4807,0.0004,0.239888281,7.045470015,0.6757,-0.0004,21,13,53,0.1452,26468,0.4198,178,0.4877,16.2758,78.2708
SW,63772,1084124,34,29,38,0.6715,0.0005,0.273214519,5.932002688,0.6855,-0.0008,30,18,41,0.1123,30003,0.4705,176,0.4822,31.1029,95.5127
SW,63772,829036,26,22,30,0.5167,0.0004,0.247345089,6.760308925,0.6787,0.0009,23,14,50,0.137,28135,0.4412,179,0.4904,19.0452,82.9533
SW,63772,382632,12,9,16,0.2347,0.0002,0.172784271,11.29070805,0.6434,0.0024,10,7,107,0.2932,16211,0.2542,236,0.6466,4.8142,59.0545
SW,63772,956580,30,26,34,0.5967,0.0005,0.261144695,6.290540966,0.6821,0.0012,27,16,46,0.126,29147,0.4571,181,0.4959,24.6228,89.7791
SW,63772,892808,28,23,32,0.5624,0.0004,0.254491523,6.508313765,0.6804,-0.001,25,15,46,0.126,28105,0.4407,170,0.4658,21.7389,86.1542
SW,63772,191316,6,4,9,0.1195,0.0001,0.105942191,24.33681852,0.5665,-0.0053,4,4,252,0.6904,5042,0.0791,619,1.6959,1.6376,47.9987
SW,63772,573948,18,14,22,0.3597,0.0003,0.211884382,8.372138683,0.6652,-0.0011,15,10,67,0.1836,23482,0.3682,198,0.5425,10.464,68.9168
SW,63772,510176,16,12,20,0.3224,0.0003,0.200526241,9.060263387,0.6593,0.0003,13,9,74,0.2027,21789,0.3417,208,0.5699,8.3767,65.7391
SW,63772,1147896,36,32,41,0.7199,0.0006,0.278726462,5.782232694,0.6861,-0.0017,32,19,40,0.1096,30524,0.4786,169,0.463,34.445,98.7207
SW,63772,701492,22,18,26,0.4397,0.0003,0.231235606,7.408469983,0.6731,0.0006,19,12,59,0.1616,24961,0.3914,186,0.5096,14.2201,75.8433
SW,63772,1211668,38,32,44,0.7492,0.0006,0.283940312,5.647810112,0.6876,0.0013,34,20,39,0.1068,30917,0.4848,173,0.474,38.3943,101.987
SW,63772,1020352,32,28,37,0.6293,0.0005,0.267368321,6.100140871,0.6843,0.0003,28,17,43,0.1178,29333,0.46,172,0.4712,27.9693,92.277
SW,63772,318860,10,7,14,0.197,0.0002,0.155202504,13.29984668,0.6291,-0.0001,8,6,124,0.3397,14606,0.229,262,0.7178,3.9465,56.9139
SW,63772,446404,14,10,18,0.2845,0.0002,0.187649443,9.98279964,0.6525,0.0002,11,8,85,0.2329,20104,0.3152,216,0.5918,6.4558,62.6765
SW,63772,1275440,40,34,45,0.7976,0.0006,0.288886665,5.526353815,0.6888,-0.0001,36,21,37,0.1014,31013,0.4863,172,0.4712,42.1763,105.1362
SW,63772,255088,8,5,11,0.1623,0.0001,0.133684161,16.79406986,0.6062,-0.0044,6,5,171,0.4685,11780,0.1847,328,0.8986,2.4315,51.9349
SW,63772,637720,20,17,24,0.399,0.0003,0.222044584,7.837345238,0.6695,-0.0004,17,11,62,0.1699,24994,0.3919,192,0.526,12.7001,72.6878
SW,63772,765264,24,20,28,0.4741,0.0004,0.239626351,7.055931752,0.6759,0.0019,21,13,53,0.1452,27109,0.4251,183,0.5014,16.3325,80.3064
SW,69340,1178780,34,28,38,0.6795,0.0005,0.271026747,5.993764057,0.685,0.0001,31,18,41,0.1123,32926,0.4748,170,0.4658,34.4619,104.5033
SW,69340,901420,26,22,30,0.5172,0.0004,0.245364467,6.833733778,0.6784,-0.0003,23,14,51,0.1397,29873,0.4308,183,0.5014,21.0548,90.7252
SW,69340,416040,12,9,16,0.2344,0.0002,0.171400696,11.42852856,0.6435,-0.0034,10,7,104,0.2849,19031,0.2745,233,0.6384,5.4225,64.7033
SW,69340,1040100,30,26,34,0.5984,0.0004,0.259053572,6.357338851,0.6822,0.0009,27,16,45,0.1233,31894,0.46,176,0.4822,27.131,98.6684
SW,69340,970760,28,23,32,0.5533,0.0004,0.252453676,6.578180252,0.6804,-0.0006,25,15,48,0.1315,30961,0.4465,183,0.5014,23.706,96.3764
